ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (observed),Independence Day (observed)_lower,Independence Day (observed)_upper,Juneteenth National Independence Day,Juneteenth National Independence Day_lower,Juneteenth National Independence Day_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (observed),New Year's Day (observed)_lower,New Year's Day (observed)_upper,Thanksgiving Day,Thanksgiving Day_lower,Thanksgiving Day_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (observed),Veterans Day (observed)_lower,Veterans Day (observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-01-15,1452.8486884093547,-3209.8320378986045,2273.2519240516017,1452.8486884093547,1452.8486884093547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1920.835458957433,-1920.835458957433,-1920.835458957433,0.0,0.0,0.0,-1040.398432856428,-1040.398432856428,-1040.398432856428,-880.4370261010051,-880.4370261010051,-880.4370261010051,0.0,0.0,0.0,-467.9867705480783
2014-01-16,1452.9671467373314,-2051.848283055163,3409.5938054618327,1452.9671467373314,1452.9671467373314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-705.1839167239916,-705.1839167239916,-705.1839167239916,0.0,0.0,0.0,155.96262964490705,155.96262964490705,155.96262964490705,-861.1465463688987,-861.1465463688987,-861.1465463688987,0.0,0.0,0.0,747.7832300133398
2014-01-18,1453.2040633932845,-1946.614340563673,3432.806200242353,1453.2040633932845,1453.2040633932845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-778.7786596133642,-778.7786596133642,-778.7786596133642,0.0,0.0,0.0,21.52367913648323,21.52367913648323,21.52367913648323,-800.3023387498474,-800.3023387498474,-800.3023387498474,0.0,0.0,0.0,674.4254037799203
2014-01-19,1453.3225217212612,-1786.5086512458076,3538.171640820997,1453.3225217212612,1453.3225217212612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-557.7200703150797,-557.7200703150797,-557.7200703150797,0.0,0.0,0.0,203.6462364811006,203.6462364811006,203.6462364811006,-761.3663067961803,-761.3663067961803,-761.3663067961803,0.0,0.0,0.0,895.6024514061814
2014-01-20,1453.4409800492376,-1376.6982063449047,3845.1396067540745,1453.4409800492376,1453.4409800492376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-307.10465856433876,-307.10465856433876,-307.10465856433876,0.0,0.0,0.0,411.59422737328765,411.59422737328765,411.59422737328765,-718.6988859376264,-718.6988859376264,-718.6988859376264,0.0,0.0,0.0,1146.336321484899
2014-01-21,1453.5594383772143,-2119.5668188969266,3360.223123809183,1453.5594383772143,1453.5594383772143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-845.8891180566701,-845.8891180566701,-845.8891180566701,0.0,0.0,0.0,-172.0312305231239,-172.0312305231239,-172.0312305231239,-673.8578875335462,-673.8578875335462,-673.8578875335462,0.0,0.0,0.0,607.6703203205442
2014-01-23,1453.7963550331676,-1793.402467144523,3730.3392498395674,1453.7963550331676,1453.7963550331676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-428.06708209802616,-428.06708209802616,-428.06708209802616,0.0,0.0,0.0,155.96262964615676,155.96262964615676,155.96262964615676,-584.0297117441829,-584.0297117441829,-584.0297117441829,0.0,0.0,0.0,1025.7292729351416
2014-01-26,1454.1517300170972,-1497.2006600108728,3968.8217670714826,1454.1517300170972,1454.1517300170972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-268.3513122960581,-268.3513122960581,-268.3513122960581,0.0,0.0,0.0,203.64623647946337,203.64623647946337,203.64623647946337,-471.99754877552147,-471.99754877552147,-471.99754877552147,0.0,0.0,0.0,1185.8004177210391
2014-01-27,1454.2701883450738,-1203.7031828502002,4182.6124812525,1454.2701883450738,1454.2701883450738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.63622887978236,-34.63622887978236,-34.63622887978236,0.0,0.0,0.0,411.5942273720821,411.5942273720821,411.5942273720821,-446.23045625186444,-446.23045625186444,-446.23045625186444,0.0,0.0,0.0,1419.6339594652916
2014-01-28,1454.3886466730503,-2008.5323824688949,3420.1417656345097,1454.3886466730503,1454.3886466730503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600.1615809446084,-600.1615809446084,-600.1615809446084,0.0,0.0,0.0,-172.0312305211385,-172.0312305211385,-172.0312305211385,-428.13035042346996,-428.13035042346996,-428.13035042346996,0.0,0.0,0.0,854.2270657284419
2014-01-30,1454.6255633290036,-1556.1490370314086,3858.060334986252,1454.6255633290036,1454.6255633290036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.1034672179259,-262.1034672179259,-262.1034672179259,0.0,0.0,0.0,155.96262964682558,155.96262964682558,155.96262964682558,-418.0660968647515,-418.0660968647515,-418.0660968647515,0.0,0.0,0.0,1192.5220961110776
2014-01-31,1454.7440216569803,-1201.0739646441846,4044.1221490543985,1454.7440216569803,1454.7440216569803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.390147878260386,-7.390147878260386,-7.390147878260386,0.0,0.0,0.0,419.70289074187195,419.70289074187195,419.70289074187195,-427.09303862013235,-427.09303862013235,-427.09303862013235,0.0,0.0,0.0,1447.3538737787198
2014-02-01,1454.8624799849567,-1624.368488827563,3951.147716625812,1454.8624799849567,1454.8624799849567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-424.21811695288494,-424.21811695288494,-424.21811695288494,0.0,0.0,0.0,21.523679137329037,21.523679137329037,21.523679137329037,-445.74179609021394,-445.74179609021394,-445.74179609021394,0.0,0.0,0.0,1030.6443630320719
2014-02-02,1454.9809383129334,-1517.339745769976,3780.551070990109,1454.9809383129334,1454.9809383129334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-270.2338188131527,-270.2338188131527,-270.2338188131527,0.0,0.0,0.0,203.6462364790494,203.6462364790494,203.6462364790494,-473.8800552922021,-473.8800552922021,-473.8800552922021,0.0,0.0,0.0,1184.7471194997806
2014-02-03,1455.0993966409098,-1433.5254959130502,4159.48749016423,1455.0993966409098,1455.0993966409098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.52602721488272,-99.52602721488272,-99.52602721488272,0.0,0.0,0.0,411.5942273725817,411.5942273725817,411.5942273725817,-511.12025458746444,-511.12025458746444,-511.12025458746444,0.0,0.0,0.0,1355.573369426027
2014-02-04,1455.2178549688865,-1990.2995023987726,3388.872127800686,1455.2178549688865,1455.2178549688865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-728.8579366178241,-728.8579366178241,-728.8579366178241,0.0,0.0,0.0,-172.03123052187615,-172.03123052187615,-172.03123052187615,-556.826706095948,-556.826706095948,-556.826706095948,0.0,0.0,0.0,726.3599183510624
2014-02-06,1455.4547716248399,-1879.2686866762203,3726.4811117421636,1455.4547716248399,1455.4547716248399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-513.9762617453699,-513.9762617453699,-513.9762617453699,0.0,0.0,0.0,155.9626296458695,155.9626296458695,155.9626296458695,-669.9388913912394,-669.9388913912394,-669.9388913912394,0.0,0.0,0.0,941.4785098794699
2014-02-07,1455.5732299528163,-1768.866148769542,3945.796946948753,1455.5732299528163,1455.5732299528163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-315.27492297205225,-315.27492297205225,-315.27492297205225,0.0,0.0,0.0,419.7028907428823,419.7028907428823,419.7028907428823,-734.9778137149345,-734.9778137149345,-734.9778137149345,0.0,0.0,0.0,1140.298306980764
2014-02-08,1455.691688280793,-1902.4363129095764,3619.40033122939,1455.691688280793,1455.691688280793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-782.2781917606872,-782.2781917606872,-782.2781917606872,0.0,0.0,0.0,21.523679136775982,21.523679136775982,21.523679136775982,-803.8018708974631,-803.8018708974631,-803.8018708974631,0.0,0.0,0.0,673.4134965201058
2014-02-11,1456.0470632647227,-2399.2026442681804,3316.538740096648,1456.0470632647227,1456.0470632647227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1188.8292315475908,-1188.8292315475908,-1188.8292315475908,0.0,0.0,0.0,-172.0312305207412,-172.0312305207412,-172.0312305207412,-1016.7980010268495,-1016.7980010268495,-1016.7980010268495,0.0,0.0,0.0,267.21783171713196
2014-02-12,1456.1655215926994,-3628.4533910976024,1867.7982952200261,1456.1655215926994,1456.1655215926994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2124.651854398626,-2124.651854398626,-2124.651854398626,0.0,0.0,0.0,-1040.3984328561764,-1040.3984328561764,-1040.3984328561764,-1084.2534215424491,-1084.2534215424491,-1084.2534215424491,0.0,0.0,0.0,-668.4863328059264
2014-02-14,1456.4024382486525,-2061.769483820936,3649.5820429120663,1456.4024382486525,1456.4024382486525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-783.8428431287635,-783.8428431287635,-783.8428431287635,0.0,0.0,0.0,419.7028907424363,419.7028907424363,419.7028907424363,-1203.5457338712,-1203.5457338712,-1203.5457338712,0.0,0.0,0.0,672.559595119889
2014-02-15,1456.520896576629,-2449.6397096268342,2901.0616110098595,1456.520896576629,1456.520896576629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1230.6439418518269,-1230.6439418518269,-1230.6439418518269,0.0,0.0,0.0,21.523679136222942,21.523679136222942,21.523679136222942,-1252.16762098805,-1252.16762098805,-1252.16762098805,0.0,0.0,0.0,225.8769547248021
2014-02-16,1456.6393549046056,-2224.238798945543,3209.5792541412484,1456.6393549046056,1456.6393549046056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1087.8565853966777,-1087.8565853966777,-1087.8565853966777,0.0,0.0,0.0,203.64623647922042,203.64623647922042,203.64623647922042,-1291.5028218758985,-1291.5028218758985,-1291.5028218758985,0.0,0.0,0.0,368.7827695079279
2014-02-17,1456.757813232582,-2128.3107156369974,3235.7233513256174,1456.757813232582,1456.757813232582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-908.7104556320329,-908.7104556320329,-908.7104556320329,0.0,0.0,0.0,411.5942273731659,411.5942273731659,411.5942273731659,-1320.3046830051987,-1320.3046830051987,-1320.3046830051987,0.0,0.0,0.0,548.0473576005492
2014-02-18,1456.876271560559,-2856.1527433205656,2766.238513642523,1456.876271560559,1456.876271560559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1509.5589257819638,-1509.5589257819638,-1509.5589257819638,0.0,0.0,0.0,-172.03123052147882,-172.03123052147882,-172.03123052147882,-1337.527695260485,-1337.527695260485,-1337.527695260485,0.0,0.0,0.0,-52.682654221404846
2014-02-20,1457.113188216512,-2318.445474041157,2847.190161384647,1457.113188216512,1457.113188216512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1178.2425577549047,-1178.2425577549047,-1178.2425577549047,0.0,0.0,0.0,155.96262964720705,155.96262964720705,155.96262964720705,-1334.205187402112,-1334.205187402112,-1334.205187402112,0.0,0.0,0.0,278.87063046160733
2014-02-21,1457.2316465444885,-2324.2957981175055,3355.8578049757107,1457.2316465444885,1457.2316465444885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-893.069468967797,-893.069468967797,-893.069468967797,0.0,0.0,0.0,419.7028907439108,419.7028907439108,419.7028907439108,-1312.7723597117078,-1312.7723597117078,-1312.7723597117078,0.0,0.0,0.0,564.1621775766915
